Discipline	Gender	Event	phase	type	ENG longdescription	ENG Description	FRA longdescription	FRA Description
AT	W	004	0	8	Women's 400m	Women's 400m	400 m - femmes	400 m - femmes
AT	W	004	1	3	Women's 400m Final	Women's 400m Final	400 m - femmes, finale	400 m - femmes, finale
AT	W	004	2	3	Women's 400m Semifinals	Women's 400m Semifinals	400 m - femmes, demi-finales	400 m - femmes, demi-finales
AT	W	004	9	3	Women's 400m Round 1	Women's 400m Round 1	400 m - femmes, 1er tour	400 m - femmes, 1er tour
AT	W	004	M	6	Women's 400m Victory Ceremony	Women's 400m Victory Ceremony	400 m - femmes, cérémonie de remise des médailles	400 m - femmes, remise méd.
AT	W	004	N	7	Women's 400m - Draw	Women's 400m - Draw	400 m - femmes, tirage au sort	400 m - femmes, tirage au sort
AT	W	008	0	8	Women's 800m	Women's 800m	800 m - femmes	800 m - femmes
AT	W	008	1	3	Women's 800m Final	Women's 800m Final	800 m - femmes, finale	800 m - femmes, finale
AT	W	008	2	3	Women's 800m Semifinals	Women's 800m Semifinals	800 m - femmes, demi-finales	800 m - femmes, demi-finales
AT	W	008	9	3	Women's 800m Round 1	Women's 800m Round 1	800 m - femmes, 1er tour	800 m - femmes, 1er tour
AT	W	008	M	6	Women's 800m Victory Ceremony	Women's 800m Victory Ceremony	800 m - femmes, cérémonie de remise des médailles	800 m - femmes, remise méd.
AT	W	008	N	7	Women's 800m - Draw	Women's 800m - Draw	800 m - femmes, tirage au sort	800 m - femmes, tirage au sort
AT	W	011	0	8	Women's 100m Hurdles	Women's 100m Hurdles	100 m haies - femmes	100 m haies - femmes
AT	W	011	1	3	Women's 100m Hurdles Final	Women's 100m Hurdles Final	100 m haies - femmes, finale	100 m haies - femmes, finale
AT	W	011	2	3	Women's 100m Hurdles Semifinals	Women's 100m Hurdles Semifinals	100 m haies - femmes, demi-finales	100 m haies - femmes, demi-finales
AT	W	011	9	3	Women's 100m Hurdles Round 1	Women's 100m Hurdles Round 1	100 m haies - femmes, 1er tour	100 m haies - femmes, 1er tour
AT	W	011	M	6	Women's 100m Hurdles Victory Ceremony	Women's 100m Hurdles Victory Ceremony	100 m haies - femmes, cérémonie de remise des médailles	100 m haies - femmes, remise méd.
AT	W	011	N	7	Women's 100m Hurdles - Draw	Women's 100m Hurdles - Draw	100 m haies - femmes, tirage au sort	100 m haies - femmes, tirage au sort
AT	W	015	0	8	Women's 1500m	Women's 1500m	1 500 m - femmes	1 500 m - femmes
AT	W	015	1	3	Women's 1500m Final	Women's 1500m Final	1 500 m - femmes, finale	1 500 m - femmes, finale
AT	W	015	2	3	Women's 1500m Semifinals	Women's 1500m Semifinals	1 500 m - femmes, demi-finales	1 500 m - femmes, demi-finales
AT	W	015	9	3	Women's 1500m Round 1	Women's 1500m Round 1	1 500 m - femmes, 1er tour	1 500 m - femmes, 1er tour
AT	W	015	M	6	Women's 1500m Victory Ceremony	Women's 1500m Victory Ceremony	1 500 m - femmes, cérémonie de remise des médailles	1 500 m - femmes, remise méd.
AT	W	015	N	7	Women's 1500m - Draw	Women's 1500m - Draw	1 500 m - femmes, tirage au sort	1 500 m - femmes, tirage au sort
AT	W	033	0	8	Women's 3000m Steeplechase	Women's 3000m Steeplechase	3 000 m steeple - femmes	3 000 m steeple - femmes
AT	W	033	1	3	Women's 3000m Steeplechase Final	Women's 3000m Steeplechase Final	3 000 m steeple - femmes, finale	3 000 m steeple - femmes, finale
AT	W	033	9	3	Women's 3000m Steeplechase Round 1	Women's 3000m Steeplechase Round 1	3 000 m steeple - femmes, 1er tour	3 000 m steeple - femmes, 1er tour
AT	W	033	M	6	Women's 3000m Steeplechase Victory Ceremony	Women's 3000m Steeplechase Mdl Ceremony	3 000 m steeple - femmes, cérémonie de remise des médailles	3 000 m steeple - femmes, remise méd.
AT	W	033	N	7	Women's 3000m Steeplechase - Draw	Women's 3000m Steeplechase - Draw	3 000 m steeple - femmes, tirage au sort	3 000 m steeple - femmes, tirage au sort
AT	W	044	0	8	Women's 400m Hurdles	Women's 400m Hurdles	400 m haies - femmes	400 m haies - femmes
AT	W	044	1	3	Women's 400m Hurdles Final	Women's 400m Hurdles Final	400 m haies - femmes, finale	400 m haies - femmes, finale
AT	W	044	2	3	Women's 400m Hurdles Semifinals	Women's 400m Hurdles Semifinals	400 m haies - femmes, demi-finales	400 m haies - femmes, demi-finales
AT	W	044	9	3	Women's 400m Hurdles Round 1	Women's 400m Hurdles Round 1	400 m haies - femmes, 1er tour	400 m haies - femmes, 1er tour
AT	W	044	M	6	Women's 400m Hurdles Victory Ceremony	Women's 400m Hurdles Victory Ceremony	400 m haies - femmes, cérémonie de remise des médailles	400 m haies - femmes, remise méd.
AT	W	044	N	7	Women's 400m Hurdles - Draw	Women's 400m Hurdles - Draw	400 m haies - femmes, tirage au sort	400 m haies - femmes, tirage au sort
AT	W	050	0	8	Women's 5000m	Women's 5000m	5 000 m - femmes	5 000 m - femmes
AT	W	050	1	3	Women's 5000m Final	Women's 5000m Final	5 000 m - femmes, finale	5 000 m - femmes, finale
AT	W	050	9	3	Women's 5000m Round 1	Women's 5000m Round 1	5 000 m - femmes, 1er tour	5 000 m - femmes, 1er tour
AT	W	050	M	6	Women's 5000m Victory Ceremony	Women's 5000m Victory Ceremony	5 000 m - femmes, cérémonie de remise des médailles	5 000 m - femmes, remise méd.
AT	W	050	N	7	Women's 5000m - Draw	Women's 5000m - Draw	5 000 m - femmes, tirage au sort	5 000 m - femmes, tirage au sort
AT	W	051	0	8	Women's Shot Put	Women's Shot Put	Lancer de poids - femmes	Lancer de poids - femmes
AT	W	051	1	3	Women's Shot Put Final	Women's Shot Put Final	Lancer de poids - femmes, finale	Lancer de poids - femmes, finale
AT	W	051	9	3	Women's Shot Put Qualifying Rounds	Women's Shot Put Qualifying Rounds	Lancer de poids - femmes, qualifications	Lancer de poids - femmes, qualifications
AT	W	051	M	6	Women's Shot Put Victory Ceremony	Women's Shot Put Victory Ceremony	Lancer de poids - femmes, cérémonie de remise des médailles	Lancer de poids - femmes, remise méd.
AT	W	051	N	7	Women's Shot Put - Draw	Women's Shot Put - Draw	Lancer de poids - femmes, tirage au sort	Lancer de poids - femmes, tirage au sort
AT	W	052	0	8	Women's Discus Throw	Women's Discus Throw	Lancer de disque - femmes	Lancer de disque - femmes
AT	W	052	1	3	Women's Discus Throw Final	Women's Discus Throw Final	Lancer de disque - femmes, finale	Lancer de disque - femmes, finale
AT	W	052	9	3	Women's Discus Throw Qualifying Rounds	Women's Discus Throw Qualifying Rounds	Lancer de disque - femmes, qualifications	Lancer de disque - fem., qualifications
AT	W	052	M	6	Women's Discus Throw Victory Ceremony	Women's Discus Throw Victory Ceremony	Lancer de disque - femmes, cérémonie de remise des médailles	Lancer de disque - femmes, remise méd.
AT	W	052	N	7	Women's Discus Throw - Draw	Women's Discus Throw - Draw	Lancer de disque - femmes, tirage au sort	Lancer de disque - fem., tirage au sort
AT	W	053	0	8	Women's Javelin Throw	Women's Javelin Throw	Lancer de javelot - femmes	Lancer de javelot - femmes
AT	W	053	1	3	Women's Javelin Throw Final	Women's Javelin Throw Final	Lancer de javelot - femmes, finale	Lancer de javelot - femmes, finale
AT	W	053	9	3	Women's Javelin Throw Qualifying Rounds	Women's Javelin Throw Qualifying Rounds	Lancer de javelot - femmes, qualifications	Lancer de javelot - fem., qualifications
AT	W	053	M	6	Women's Javelin Throw Victory Ceremony	Women's Javelin Throw Victory Ceremony	Lancer de javelot - femmes, cérémonie de remise des médailles	Lancer de javelot - femmes, remise méd.
AT	W	053	N	7	Women's Javelin Throw - Draw	Women's Javelin Throw - Draw	Lancer de javelot - femmes, tirage au sort	Lancer de javelot - fem., tirage au sort
AT	W	054	0	8	Women's Hammer Throw	Women's Hammer Throw	Lancer de marteau - femmes	Lancer de marteau - femmes
AT	W	054	1	3	Women's Hammer Throw Final	Women's Hammer Throw Final	Lancer de marteau - femmes, finale	Lancer de marteau - femmes, finale
AT	W	054	9	3	Women's Hammer Throw Qualifying Rounds	Women's Hammer Throw Qualifying Rounds	Lancer de marteau - femmes, qualifications	Lancer de marteau - fem., qualifications
AT	W	054	M	6	Women's Hammer Throw Victory Ceremony	Women's Hammer Throw Victory Ceremony	Lancer de marteau - femmes, cérémonie de remise des médailles	Lancer de marteau - femmes, remise méd.
AT	W	054	N	7	Women's Hammer Throw - Draw	Women's Hammer Throw - Draw	Lancer de marteau - femmes, tirage au sort	Lancer de marteau - fem., tirage au sort
AT	W	061	0	8	Women's Long Jump	Women's Long Jump	Saut en longueur - femmes	Saut en longueur - femmes
AT	W	061	1	3	Women's Long Jump Final	Women's Long Jump Final	Saut en longueur - femmes, finale	Saut en longueur - femmes, finale
AT	W	061	9	3	Women's Long Jump Qualifying Rounds	Women's Long Jump Qualifying Rounds	Saut en longueur - femmes, qualifications	Saut en longueur - fem., qualifications
AT	W	061	M	6	Women's Long Jump Victory Ceremony	Women's Long Jump Victory Ceremony	Saut en longueur - femmes, cérémonie de remise des médailles	Saut en longueur - femmes, remise méd.
AT	W	061	N	7	Women's Long Jump - Draw	Women's Long Jump - Draw	Saut en longueur - femmes, tirage au sort	Saut en longueur - fem., tirage au sort
AT	W	062	0	8	Women's Triple Jump	Women's Triple Jump	Triple saut - femmes	Triple saut - femmes
AT	W	062	1	3	Women's Triple Jump Final	Women's Triple Jump Final	Triple saut - femmes, finale	Triple saut - femmes, finale
AT	W	062	9	3	Women's Triple Jump Qualifying Rounds	Women's Triple Jump Qualifying Rounds	Triple saut - femmes, qualifications	Triple saut - femmes, qualifications
AT	W	062	M	6	Women's Triple Jump Victory Ceremony	Women's Triple Jump Victory Ceremony	Triple saut - femmes, cérémonie de remise des médailles	Triple saut - femmes, remise méd.
AT	W	062	N	7	Women's Triple Jump - Draw	Women's Triple Jump - Draw	Triple saut - femmes, tirage au sort	Triple saut - femmes, tirage au sort
AT	W	071	0	8	Women's High Jump	Women's High Jump	Saut en hauteur - femmes	Saut en hauteur - femmes
AT	W	071	1	3	Women's High Jump Final	Women's High Jump Final	Saut en hauteur - femmes, finale	Saut en hauteur - femmes, finale
AT	W	071	9	3	Women's High Jump Qualifying Rounds	Women's High Jump Qualifying Rounds	Saut en hauteur - femmes, qualifications	Saut en hauteur - femmes, qualifications
AT	W	071	M	6	Women's High Jump Victory Ceremony	Women's High Jump Victory Ceremony	Saut en hauteur - femmes, cérémonie de remise des médailles	Saut en hauteur - femmes, remise méd.
AT	W	071	N	7	Women's High Jump - Draw	Women's High Jump - Draw	Saut en hauteur - femmes, tirage au sort	Saut en hauteur - femmes, tirage au sort
AT	W	072	0	8	Women's Pole Vault	Women's Pole Vault	Saut à la perche - femmes	Saut à la perche - femmes
AT	W	072	1	3	Women's Pole Vault Final	Women's Pole Vault Final	Saut à la perche - femmes, finale	Saut à la perche - femmes, finale
AT	W	072	9	3	Women's Pole Vault Qualifying Rounds	Women's Pole Vault Qualifying Rounds	Saut à la perche - femmes, qualifications	Saut à la perche - fem., qualifications
AT	W	072	M	6	Women's Pole Vault Victory Ceremony	Women's Pole Vault Victory Ceremony	Saut à la perche - femmes, cérémonie de remise des médailles	Saut à la perche - femmes, remise méd.
AT	W	072	N	7	Women's Pole Vault - Draw	Women's Pole Vault - Draw	Saut à la perche - femmes, tirage au sort	Saut à la perche - fem., tirage au sort
AT	W	092	0	8	Women's 20km Race Walk	Women's 20km Race Walk	20 km marche - hommes	20 km marche - hommes
AT	W	092	1	3	Women's 20km Race Walk	Women's 20km Race Walk	20 km marche - hommes	20 km marche - hommes
AT	W	092	M	6	Women's 20km Race Walk Victory Ceremony	Women's 20km Race Walk Victory Ceremony	20 km marche - hommes, cérémonie de remise des médailles	20 km marche - hommes, remise médailles
AT	W	092	N	7	Women's 20km Race Walk - Draw	Women's 20km Race Walk - Draw	20 km marche - hommes, tirage au sort	20 km marche - hommes, tirage au sort
AT	W	099	0	8	Women's Marathon	Women's Marathon	Marathon - femmes	Marathon - femmes
AT	W	099	1	3	Women's Marathon	Women's Marathon	Marathon - femmes	Marathon - femmes
AT	W	099	M	6	Women's Marathon Victory Ceremony	Women's Marathon Victory Ceremony	Marathon - femmes, cérémonie de remise des médailles	Marathon - femmes, remise méd.
AT	W	099	N	7	Women's Marathon - Draw	Women's Marathon - Draw	Marathon - femmes, tirage au sort	Marathon - femmes, tirage au sort
AT	W	100	0	8	Women's 10,000m	Women's 10,000m	10 000 m - femmes	10 000 m - femmes
AT	W	100	1	3	Women's 10,000m Final	Women's 10,000m Final	10 000 m - femmes, finale	10 000 m - femmes, finale
AT	W	100	M	6	Women's 10,000m Victory Ceremony	Women's 10,000m Victory Ceremony	10 000 m - femmes, cérémonie de remise des médailles	10 000 m - femmes, remise méd.
AT	W	100	N	7	Women's 10,000m Final - Draw	Women's 10,000m Final - Draw	10 000 m - femmes, finale - tirage au sort	10 000 m - fem., finale - tirage au sort
AT	W	401	0	8	Women's 4 x 100m Relay	Women's 4 x 100m Relay	Relais 4 x 100 m - femmes	Relais 4 x 100 m - femmes
AT	W	401	1	3	Women's 4 x 100m Relay Final	Women's 4 x 100m Relay Final	Relais 4 x 100 m - femmes, finale	Relais 4 x 100 m - femmes, finale
AT	W	401	9	3	Women's 4 x 100m Relay Round 1	Women's 4 x 100m Relay Round 1	Relais 4 x 100 m - femmes, 1er tour	Relais 4 x 100 m - femmes, 1er tour
AT	W	401	M	6	Women's 4 x 100m Relay Victory Ceremony	Women's 4 x 100m Relay Victory Ceremony	Relais 4 x 100 m - femmes, cérémonie de remise des médailles	Relais 4 x 100 m - femmes, remise méd.
AT	W	401	N	7	Women's 4 x 100m Relay - Draw	Women's 4 x 100m Relay - Draw	Relais 4 x 100 m - femmes, tirage au sort	Relais 4 x 100 m - fem., tirage au sort
AT	W	404	0	8	Women's 4 x 400m Relay	Women's 4 x 400m Relay	Relais 4 x 400 m - femmes	Relais 4 x 400 m - femmes
AT	W	404	1	3	Women's 4 x 400m Relay Final	Women's 4 x 400m Relay Final	Relais 4 x 400 m - femmes, finale	Relais 4 x 400 m - femmes, finale
AT	W	404	9	3	Women's 4 x 400m Relay Round 1	Women's 4 x 400m Relay Round 1	Relais 4 x 400 m - femmes, 1er tour	Relais 4 x 400 m - femmes, 1er tour
AT	W	404	M	6	Women's 4 x 400m Relay Victory Ceremony	Women's 4 x 400m Relay Victory Ceremony	Relais 4 x 400 m - femmes, cérémonie de remise des médailles	Relais 4 x 400 m - femmes, remise méd.
AT	W	404	N	7	Women's 4 x 400m Relay - Draw	Women's 4 x 400m Relay - Draw	Relais 4 x 400 m - femmes, tirage au sort	Relais 4 x 400 m - fem., tirage au sort
AT	W	700	0	8	Women's Heptathlon	Women's Heptathlon	Heptathlon - femmes	Heptathlon - femmes
AT	W	700	1	3	Women's Heptathlon Final	Women's Heptathlon Final	Heptathlon - femmes, finale	Heptathlon - femmes, finale
AT	W	700	A	3	Women's Heptathlon 100m Hurdles	Women's Heptathlon 100m Hurdles	Heptathlon - femmes, 100 m haies	Heptathlon - femmes, 100 m haies
AT	W	700	B	3	Women's Heptathlon High Jump	Women's Heptathlon High Jump	Heptathlon - femmes, saut en hauteur	Heptathlon - femmes, saut en hauteur
AT	W	700	C	3	Women's Heptathlon Shot Put	Women's Heptathlon Shot Put	Heptathlon - lancer de poids, femmes	Heptathlon - lancer de poids, femmes
AT	W	700	D	3	Women's Heptathlon 200m	Women's Heptathlon 200m	Heptathlon - 200 m, femmes	Heptathlon - 200 m, femmes
AT	W	700	E	3	Women's Heptathlon Long Jump	Women's Heptathlon Long Jump	Heptathlon - saut en longueur, femmes	Heptathlon - saut en longueur, femmes
AT	W	700	F	3	Women's Heptathlon Javelin Throw	Women's Heptathlon Javelin Throw	Heptathlon - lancer de javelot, femmes	Heptathlon - lancer de javelot, femmes
AT	W	700	G	3	Women's Heptathlon 800m	Women's Heptathlon 800m	Heptathlon - 800 m, femmes	Heptathlon - 800 m, femmes
AT	W	700	M	6	Women's Heptathlon Victory Ceremony	Women's Heptathlon Victory Ceremony	Heptathlon - femmes, cérémonie de remise des médailles	Heptathlon - femmes, remise médailles
AT	W	700	N	7	Women's Heptathlon - Draw	Women's Heptathlon - Draw	Heptathlon - femmes, tirage au sort	Heptathlon - femmes, tirage au sort
BD	0	000	0	8	Badminton	Badminton	Badminton	Badminton
BD	0	000	N	7	Badminton Draw	Badminton Draw	Badminton - tirage au sort	Badminton - tirage au sort
BD	0	000	Q	4	Badminton Team Managers Meetings	Badminton Team Managers Meetings	Badminton - réunion des directeurs d'équipe	Badminton - réunion directeurs d'équipe
BD	0	000	U	3	Badminton Session Schedules	Badminton Session Schedules	Calendriers des sessions de badminton	Calendriers des sessions de badminton
BD	0	000	Y	8	Badminton Daily Schedule	Badminton Daily Schedule	Badminton - calendrier par jour	Badminton - calendrier par jour
BD	0	000	Z	8	Badminton - Session	Badminton - Session	Badminton - session	Badminton - session
BD	0	WEA	0	8	Wembley Arena	Wembley Arena	Wembley Arena	Wembley Arena
BD	M	000	0	8	Men	Men	Hommes	Hommes
BD	M	001	0	8	Men's Singles	Men's Singles	Simple hommes	Simple hommes
BD	M	001	1	3	Men's Singles Medal Matches	Men's Singles Medal Matches	Simple hommes, matches pour les médailles	Simple hommes, matches médailles
BD	M	001	2	3	Men's Singles Semifinals	Men's Singles Semifinals	Simple hommes, demi-finales	Simple hommes, demi-finales
BD	M	001	3	3	Men's Singles Quarterfinals	Men's Singles Quarterfinals	Simple hommes, quarts de finale	Simple hommes, quarts de finale
BD	M	001	4	3	Men's Singles Round of 16	Men's Singles Round of 16	Simple hommes, 8e de finale	Simple hommes, 8e de finale
BD	M	001	5	3	Men's Singles Group Play Stage	Men's Singles Group Play Stage	Simple hommes, poules préliminaires	Simple hommes, poules préliminaires
BD	M	001	A	3	Men's Singles Group Play Stage - Group A	Men's Singles Group Play Stage - Grp A	Simple hommes, poules préliminaires - groupe A	Simple hommes, poules - groupe A
BD	M	001	B	3	Men's Singles Group Play Stage - Group B	Men's Singles Group Play Stage - Grp B	Simple hommes, poules préliminaires - groupe B	Simple hommes, poules - groupe B
BD	M	001	C	3	Men's Singles Group Play Stage - Group C	Men's Singles Group Play Stage - Grp C	Simple hommes, poules préliminaires - groupe C	Simple hommes, poules - groupe C
BD	M	001	D	3	Men's Singles Group Play Stage - Group D	Men's Singles Group Play Stage - Grp D	Simple hommes, poules préliminaires - groupe D	Simple hommes, poules - groupe D
BD	M	001	E	3	Men's Singles Group Play Stage - Group E	Men's Singles Group Play Stage - Grp E	Simple hommes, poules préliminaires - groupe E	Simple hommes, poules - groupe E
BD	M	001	F	3	Men's Singles Group Play Stage - Group F	Men's Singles Group Play Stage - Grp F	Simple hommes, poules préliminaires - groupe F	Simple hommes, poules - groupe F
BD	M	001	G	3	Men's Singles Group Play Stage - Group G	Men's Singles Group Play Stage - Grp G	Simple hommes, poules préliminaires - groupe G	Simple hommes, poules - groupe G
BD	M	001	H	3	Men's Singles Group Play Stage - Group H	Men's Singles Group Play Stage - Grp H	Simple hommes, poules préliminaires - groupe H	Simple hommes, poules - groupe H
BD	M	001	I	3	Men's Singles Group Play Stage - Group I	Men's Singles Group Play Stage - Grp I	Simple hommes, poules préliminaires - groupe I	Simple hommes, poules - groupe I
